ID,Name,Generation,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Sprite URL,promedio_estadisticas
188,Skiploom,2,Grass,Flying,55,45,50,45,65,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,56.67
189,Jumpluff,2,Grass,Flying,75,55,70,55,95,110,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,76.67
190,Aipom,2,Normal,,55,70,55,40,55,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,60.0
191,Sunkern,2,Grass,,30,30,30,30,30,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,30.0
192,Sunflora,2,Grass,,75,75,55,105,85,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,70.83
193,Yanma,2,Bug,Flying,65,65,45,75,45,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,65.0
194,Wooper,2,Water,Ground,55,45,45,25,25,15,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,35.0
195,Quagsire,2,Water,Ground,95,85,85,65,65,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,71.67
196,Espeon,2,Psychic,,65,65,60,130,95,110,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,87.5
197,Umbreon,2,Dark,,95,65,110,60,130,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,87.5
198,Murkrow,2,Dark,Flying,60,85,42,85,42,91,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,67.5
199,Slowking,2,Water,Psychic,95,75,80,100,110,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,81.67
200,Misdreavus,2,Ghost,,60,60,60,85,85,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,72.5
201,Unown,2,Psychic,,48,72,48,72,48,48,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,56.0
202,Wobbuffet,2,Psychic,,190,33,58,33,58,33,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,67.5
203,Girafarig,2,Normal,Psychic,70,80,65,90,65,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,75.83
204,Pineco,2,Bug,,50,65,90,35,35,15,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,48.33
205,Forretress,2,Bug,Steel,75,90,140,60,60,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,77.5
206,Dunsparce,2,Normal,,100,70,70,65,65,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,69.17
207,Gligar,2,Ground,Flying,65,75,105,35,65,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,71.67
208,Steelix,2,Steel,Ground,75,85,200,55,65,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,85.0
209,Snubbull,2,Fairy,,60,80,50,40,40,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,50.0
210,Granbull,2,Fairy,,90,120,75,60,60,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,75.0
211,Qwilfish,2,Water,Poison,65,95,85,55,55,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,73.33
212,Scizor,2,Bug,Steel,70,130,100,55,80,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,83.33
213,Shuckle,2,Bug,Rock,20,10,230,10,230,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,84.17
214,Heracross,2,Bug,Fighting,80,125,75,40,95,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,83.33
215,Sneasel,2,Dark,Ice,55,95,55,35,75,115,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,71.67
216,Teddiursa,2,Normal,,60,80,50,50,50,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,55.0
217,Ursaring,2,Normal,,90,130,75,75,75,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,83.33
218,Slugma,2,Fire,,40,40,40,70,40,20,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,41.67
219,Magcargo,2,Fire,Rock,60,50,120,90,80,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,71.67
220,Swinub,2,Ice,Ground,50,50,40,30,30,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,41.67
221,Piloswine,2,Ice,Ground,100,100,80,60,60,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,75.0
222,Corsola,2,Water,Rock,65,55,95,65,95,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,68.33
223,Remoraid,2,Water,,35,65,35,65,35,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,50.0
224,Octillery,2,Water,,75,105,75,105,75,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,80.0
225,Delibird,2,Ice,Flying,45,55,45,65,45,75,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,55.0
226,Mantine,2,Water,Flying,85,40,70,80,140,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,80.83
227,Skarmory,2,Steel,Flying,65,80,140,40,70,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,77.5
228,Houndour,2,Dark,Fire,45,60,30,80,50,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,55.0
229,Houndoom,2,Dark,Fire,75,90,50,110,80,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,83.33
230,Kingdra,2,Water,Dragon,75,95,95,95,95,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,90.0
231,Phanpy,2,Ground,,90,60,60,40,40,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,55.0
232,Donphan,2,Ground,,90,120,120,60,60,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,83.33
233,Porygon2,2,Normal,,85,80,90,105,95,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,85.83
234,Stantler,2,Normal,,73,95,62,85,65,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,77.5
235,Smeargle,2,Normal,,55,20,35,20,45,75,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,41.67
236,Tyrogue,2,Fighting,,35,35,35,35,35,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,35.0
237,Hitmontop,2,Fighting,,50,95,95,35,110,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,75.83
238,Smoochum,2,Ice,Psychic,45,30,15,85,65,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,50.83
239,Elekid,2,Electric,,45,63,37,65,55,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,60.0
240,Magby,2,Fire,,45,75,37,70,55,83,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,60.83
241,Miltank,2,Normal,,95,80,105,40,70,100,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,81.67
242,Blissey,2,Normal,,255,10,10,75,135,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,90.0
243,Raikou,2,Electric,,90,85,75,115,100,115,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,96.67
244,Entei,2,Fire,,115,115,85,90,75,100,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,96.67
245,Suicune,2,Water,,100,75,115,90,115,85,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,96.67
246,Larvitar,2,Rock,Ground,50,64,50,45,50,41,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,50.0
247,Pupitar,2,Rock,Ground,70,84,70,65,70,51,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,68.33
248,Tyranitar,2,Rock,Dark,100,134,110,95,100,61,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,100.0
249,Lugia,2,Psychic,Flying,106,90,130,90,154,110,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,113.33
250,Ho Oh,2,Fire,Flying,106,130,90,110,154,90,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,113.33
251,Celebi,2,Psychic,Grass,100,100,100,100,100,100,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,100.0
252,Treecko,3,Grass,,40,45,35,65,55,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,51.67
253,Grovyle,3,Grass,,50,65,45,85,65,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,67.5
254,Sceptile,3,Grass,,70,85,65,105,85,120,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,88.33
255,Torchic,3,Fire,,45,60,40,70,50,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,51.67
256,Combusken,3,Fire,Fighting,60,85,60,85,60,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,67.5
257,Blaziken,3,Fire,Fighting,80,120,70,110,70,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,88.33
258,Mudkip,3,Water,,50,70,50,50,50,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,51.67
259,Marshtomp,3,Water,Ground,70,85,70,60,70,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,67.5
260,Swampert,3,Water,Ground,100,110,90,85,90,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,89.17
261,Poochyena,3,Dark,,35,55,35,30,30,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,36.67
262,Mightyena,3,Dark,,70,90,70,60,60,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,70.0
263,Zigzagoon,3,Normal,,38,30,41,30,41,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,40.0
264,Linoone,3,Normal,,78,70,61,50,61,100,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,70.0
265,Wurmple,3,Bug,,45,45,35,20,30,20,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,32.5
266,Silcoon,3,Bug,,50,35,55,25,25,15,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,34.17
267,Beautifly,3,Bug,Flying,60,70,50,100,50,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,65.83
268,Cascoon,3,Bug,,50,35,55,25,25,15,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,34.17
269,Dustox,3,Bug,Poison,60,50,70,50,90,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,64.17
270,Lotad,3,Water,Grass,40,30,30,40,50,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,36.67
271,Lombre,3,Water,Grass,60,50,50,60,70,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,56.67
272,Ludicolo,3,Water,Grass,80,70,70,90,100,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,80.0
273,Seedot,3,Grass,,40,40,50,30,30,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,36.67
274,Nuzleaf,3,Grass,Dark,70,70,40,60,40,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,56.67
275,Shiftry,3,Grass,Dark,90,100,60,90,60,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,80.0
276,Taillow,3,Normal,Flying,40,55,30,30,30,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,45.0
277,Swellow,3,Normal,Flying,60,85,60,75,50,125,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,75.83
278,Wingull,3,Water,Flying,40,30,30,55,30,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,45.0
279,Pelipper,3,Water,Flying,60,50,100,95,70,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,73.33
280,Ralts,3,Psychic,Fairy,28,25,25,45,35,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,33.0
281,Kirlia,3,Psychic,Fairy,38,35,35,65,55,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,46.33
282,Gardevoir,3,Psychic,Fairy,68,65,65,125,115,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,86.33
283,Surskit,3,Bug,Water,40,30,32,50,52,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,44.83
284,Masquerain,3,Bug,Flying,70,60,62,100,82,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,75.67
285,Shroomish,3,Grass,,60,40,60,40,60,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,49.17
286,Breloom,3,Grass,Fighting,60,130,80,60,60,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,76.67
287,Slakoth,3,Normal,,60,60,60,35,35,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,46.67
288,Vigoroth,3,Normal,,80,80,80,55,55,90,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,73.33
289,Slaking,3,Normal,,150,160,100,95,65,100,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,111.67
290,Nincada,3,Bug,Ground,31,45,90,30,30,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,44.33
291,Ninjask,3,Bug,Flying,61,90,45,50,50,160,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,76.0
292,Shedinja,3,Bug,Ghost,1,90,45,30,30,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,39.33
293,Whismur,3,Normal,,64,51,23,51,23,28,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,40.0
294,Loudred,3,Normal,,84,71,43,71,43,48,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,60.0
295,Exploud,3,Normal,,104,91,63,91,73,68,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,81.67
296,Makuhita,3,Fighting,,72,60,30,20,30,25,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,39.5
297,Hariyama,3,Fighting,,144,120,60,40,60,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,79.0
298,Azurill,3,Normal,Fairy,50,20,40,20,40,20,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,31.67
299,Nosepass,3,Rock,,30,45,135,45,90,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,62.5
300,Skitty,3,Normal,,50,45,45,35,35,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,43.33
301,Delcatty,3,Normal,,70,65,65,55,55,90,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,66.67
302,Sableye,3,Dark,Ghost,50,75,75,65,65,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,63.33
303,Mawile,3,Steel,Fairy,50,85,85,55,55,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,63.33
304,Aron,3,Steel,Rock,50,70,100,40,40,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,55.0
305,Lairon,3,Steel,Rock,60,90,140,50,50,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,71.67
306,Aggron,3,Steel,Rock,70,110,180,60,60,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,88.33
307,Meditite,3,Fighting,Psychic,30,40,55,40,55,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,46.67
308,Medicham,3,Fighting,Psychic,60,60,75,60,75,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,68.33
309,Electrike,3,Electric,,40,45,40,65,40,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,49.17
310,Manectric,3,Electric,,70,75,60,105,60,105,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,79.17
311,Plusle,3,Electric,,60,50,40,85,75,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,67.5
312,Minun,3,Electric,,60,40,50,75,85,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,67.5
313,Volbeat,3,Bug,,65,73,75,47,85,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,71.67
314,Illumise,3,Bug,,65,47,75,73,85,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,71.67
315,Roselia,3,Grass,Poison,50,60,45,100,80,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,66.67
316,Gulpin,3,Poison,,70,43,53,43,53,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,50.33
317,Swalot,3,Poison,,100,73,83,73,83,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,77.83
318,Carvanha,3,Water,Dark,45,90,20,65,20,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,50.83
319,Sharpedo,3,Water,Dark,70,120,40,95,40,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,76.67
320,Wailmer,3,Water,,130,70,35,70,35,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,66.67
321,Wailord,3,Water,,170,90,45,90,45,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,83.33
322,Numel,3,Fire,Ground,60,60,40,65,45,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,50.83
323,Camerupt,3,Fire,Ground,70,100,70,105,75,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,76.67
324,Torkoal,3,Fire,,70,85,140,85,70,20,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,78.33
325,Spoink,3,Psychic,,60,25,35,70,80,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,55.0
326,Grumpig,3,Psychic,,80,45,65,90,110,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,78.33
327,Spinda,3,Normal,,60,60,60,60,60,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,60.0
328,Trapinch,3,Ground,,45,100,45,45,45,10,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,48.33
329,Vibrava,3,Ground,Dragon,50,70,50,50,50,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,56.67
330,Flygon,3,Ground,Dragon,80,100,80,80,80,100,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,86.67
331,Cacnea,3,Grass,,50,85,40,85,40,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,55.83
332,Cacturne,3,Grass,Dark,70,115,60,115,60,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,79.17
333,Swablu,3,Normal,Flying,45,40,60,40,75,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,51.67
334,Altaria,3,Dragon,Flying,75,70,90,70,105,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,81.67
335,Zangoose,3,Normal,,73,115,60,60,60,90,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,76.33
336,Seviper,3,Poison,,73,100,60,100,60,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,76.33
337,Lunatone,3,Rock,Psychic,90,55,65,95,85,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,76.67
338,Solrock,3,Rock,Psychic,90,95,85,55,65,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,76.67
339,Barboach,3,Water,Ground,50,48,43,46,41,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,48.0
340,Whiscash,3,Water,Ground,110,78,73,76,71,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,78.0
341,Corphish,3,Water,,43,80,65,50,35,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,51.33
342,Crawdaunt,3,Water,Dark,63,120,85,90,55,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,78.0
343,Baltoy,3,Ground,Psychic,40,40,55,40,70,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,50.0
344,Claydol,3,Ground,Psychic,60,70,105,70,120,75,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,83.33
345,Lileep,3,Rock,Grass,66,41,77,61,87,23,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,59.17
346,Cradily,3,Rock,Grass,86,81,97,81,107,43,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,82.5
347,Anorith,3,Rock,Bug,45,95,50,40,50,75,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,59.17
348,Armaldo,3,Rock,Bug,75,125,100,70,80,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,82.5
349,Feebas,3,Water,,20,15,20,10,55,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,33.33
350,Milotic,3,Water,,95,60,79,100,125,81,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,90.0
351,Castform,3,Normal,,70,70,70,70,70,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,70.0
352,Kecleon,3,Normal,,60,90,70,60,120,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,73.33
353,Shuppet,3,Ghost,,44,75,35,63,33,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,49.17
354,Banette,3,Ghost,,64,115,65,83,63,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,75.83
355,Duskull,3,Ghost,,20,40,90,30,90,25,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,49.17
356,Dusclops,3,Ghost,,40,70,130,60,130,25,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,75.83
357,Tropius,3,Grass,Flying,99,68,83,72,87,51,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,76.67
358,Chimecho,3,Psychic,,75,50,80,95,90,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,75.83
359,Absol,3,Dark,,65,130,60,75,60,75,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,77.5
360,Wynaut,3,Psychic,,95,23,48,23,48,23,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,43.33
361,Snorunt,3,Ice,,50,50,50,50,50,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,50.0
362,Glalie,3,Ice,,80,80,80,80,80,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,80.0
363,Spheal,3,Ice,Water,70,40,50,55,50,25,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,48.33
364,Sealeo,3,Ice,Water,90,60,70,75,70,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,68.33
365,Walrein,3,Ice,Water,110,80,90,95,90,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,88.33
366,Clamperl,3,Water,,35,64,85,74,55,32,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,57.5
367,Huntail,3,Water,,55,104,105,94,75,52,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,80.83
368,Gorebyss,3,Water,,55,84,105,114,75,52,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,80.83
369,Relicanth,3,Water,Rock,100,90,130,45,65,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,80.83
370,Luvdisc,3,Water,,43,30,55,40,65,97,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,55.0
371,Bagon,3,Dragon,,45,75,60,40,30,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,50.0
372,Shelgon,3,Dragon,,65,95,100,60,50,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,70.0
373,Salamence,3,Dragon,Flying,95,135,80,110,80,100,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,100.0
374,Beldum,3,Steel,Psychic,40,55,80,35,60,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,50.0
