zip,city,state,latitude,longitude,timezone,dst
5750,Hydeville,VT,43.599381,-73.25104,-5,1
5751,Killington,VT,43.656951,-72.782713,-5,1
5753,Middlebury,VT,43.991942,-73.171578,-5,1
5757,Middletown Springs,VT,43.478301,-73.060391,-5,1
5758,Mount Holly,VT,43.444535,-72.802413,-5,1
5759,North Clarendon,VT,43.535739,-72.970114,-5,1
5760,Orwell,VT,43.863158,-73.242322,-5,1
5761,Pawlet,VT,43.361439,-73.150683,-5,1
5762,Pittsfield,VT,43.592039,-72.818121,-5,1
5763,Pittsford,VT,43.72182,-72.999461,-5,1
5764,Poultney,VT,43.525395,-73.112878,-5,1
5765,Proctor,VT,43.601975,-73.09589,-5,1
5766,Ripton,VT,43.979315,-73.010663,-5,1
5767,Rochester,VT,43.866832,-72.851495,-5,1
5768,Rupert,VT,43.026984,-73.055156,-5,1
5769,Salisbury,VT,43.920297,-73.122709,-5,1
5770,Shoreham,VT,43.912406,-73.279162,-5,1
5772,Stockbridge,VT,43.756978,-72.730177,-5,1
5773,Wallingford,VT,43.477386,-73.066066,-5,1
5774,Wells,VT,43.429363,-73.161826,-5,1
5775,West Pawlet,VT,43.360006,-73.224211,-5,1
5776,West Rupert,VT,43.026984,-73.055156,-5,1
5777,West Rutland,VT,43.588163,-73.065323,-5,1
5778,Whiting,VT,43.893982,-73.203001,-5,1
5819,Saint Johnsbury,VT,44.426455,-72.114155,-5,1
5820,Albany,VT,44.741679,-72.364639,-5,1
5821,Barnet,VT,44.313675,-72.11879,-5,1
5822,Barton,VT,44.73663,-72.199084,-5,1
5823,Beebe Plain,VT,45.005783,-72.138347,-5,1
5824,Concord,VT,44.581613,-71.833956,-5,1
5825,Coventry,VT,44.775607,-72.22641,-5,1
5826,Craftsbury,VT,44.641663,-72.388928,-5,1
5827,Craftsbury Common,VT,44.678786,-72.35944,-5,1
5828,Danville,VT,44.437306,-72.123508,-5,1
5829,Derby,VT,44.952347,-72.218616,-5,1
5830,Derby Line,VT,44.97035,-72.036632,-5,1
5832,East Burke,VT,44.587962,-71.910223,-5,1
5833,East Charleston,VT,44.775607,-72.22641,-5,1
5836,East Hardwick,VT,44.496356,-72.17371,-5,1
5837,East Haven,VT,44.667396,-71.813465,-5,1
5838,East Saint Johnsbury,VT,44.468494,-71.930077,-5,1
5839,Glover,VT,44.679528,-72.221912,-5,1
5840,Granby,VT,44.680771,-71.719436,-5,1
5841,Greensboro,VT,44.600325,-72.286556,-5,1
5842,Greensboro Bend,VT,44.775607,-72.22641,-5,1
5843,Hardwick,VT,44.51609,-72.309822,-5,1
5845,Irasburg,VT,44.783177,-72.301139,-5,1
5846,Island Pond,VT,44.832535,-71.841125,-5,1
5847,Lowell,VT,44.788925,-72.439455,-5,1
5848,Lower Waterford,VT,44.382103,-71.919518,-5,1
5849,Lyndon,VT,44.497557,-71.950519,-5,1
5850,Lyndon Center,VT,44.481915,-71.988258,-5,1
5851,Lyndonville,VT,44.5351,-72.056557,-5,1
5853,Morgan,VT,44.878704,-71.971424,-5,1
5855,Newport,VT,44.907921,-72.203948,-5,1
5857,Newport Center,VT,44.927018,-72.299191,-5,1
5858,North Concord,VT,44.512087,-71.795986,-5,1
5859,North Troy,VT,44.937769,-72.433354,-5,1
5860,Orleans,VT,44.823782,-72.102019,-5,1
5861,Passumpsic,VT,44.46239,-72.135804,-5,1
5862,Peacham,VT,44.46239,-72.135804,-5,1
5863,Saint Johnsbury Center,VT,44.503403,-71.972088,-5,1
5866,Sheffield,VT,44.639653,-72.132255,-5,1
5867,Sutton,VT,44.664521,-72.042415,-5,1
5868,Troy,VT,44.775607,-72.22641,-5,1
5871,West Burke,VT,44.683041,-71.936817,-5,1
5872,West Charleston,VT,44.849402,-72.03121,-5,1
5873,West Danville,VT,44.393366,-72.222424,-5,1
5874,Westfield,VT,44.869117,-72.450485,-5,1
5875,West Glover,VT,44.710028,-72.258038,-5,1
5901,Averill,VT,44.680771,-71.719436,-5,1
5902,Beecher Falls,VT,44.680771,-71.719436,-5,1
5903,Canaan,VT,44.930787,-71.597809,-5,1
5904,Gilman,VT,44.680771,-71.719436,-5,1
5905,Guildhall,VT,44.671187,-71.662213,-5,1
5906,Lunenburg,VT,44.680771,-71.719436,-5,1
5907,Norton,VT,44.932643,-71.776359,-5,1
6001,Avon,CT,41.757944,-72.728272,-5,1
6002,Bloomfield,CT,41.851961,-72.738939,-5,1
6006,Windsor,CT,41.879637,-72.734271,-5,1
6010,Bristol,CT,41.681198,-72.939577,-5,1
6011,Bristol,CT,41.791776,-72.718832,-5,1
6013,Burlington,CT,41.761773,-72.95826,-5,1
6016,Broad Brook,CT,41.842097,-72.708388,-5,1
6018,Canaan,CT,42.001585,-73.295891,-5,1
6019,Canton,CT,41.842882,-72.899645,-5,1
6020,Canton Center,CT,41.853921,-72.902811,-5,1
6021,Colebrook,CT,42.005809,-73.118329,-5,1
6022,Collinsville,CT,41.851597,-72.918127,-5,1
6023,East Berlin,CT,41.613489,-72.7207,-5,1
6024,East Canaan,CT,42.015806,-73.291299,-5,1
6025,East Glastonbury,CT,41.688896,-72.534482,-5,1
6026,East Granby,CT,41.939096,-72.740538,-5,1
6027,East Hartland,CT,42.004978,-72.896907,-5,1
6028,East Windsor Hill,CT,41.859248,-72.603033,-5,1
6029,Ellington,CT,41.849319,-72.411777,-5,1
6030,Farmington,CT,41.791776,-72.718832,-5,1
6031,Falls Village,CT,41.949717,-73.304403,-5,1
6032,Farmington,CT,41.726769,-72.829543,-5,1
6033,Glastonbury,CT,41.703451,-72.539332,-5,1
6034,Farmington,CT,41.791776,-72.718832,-5,1
6035,Granby,CT,41.966062,-72.796407,-5,1
6037,Berlin,CT,41.602948,-72.769991,-5,1
6039,Lakeville,CT,41.951917,-73.38138,-5,1
6040,Manchester,CT,41.776048,-72.523748,-5,1
6041,Manchester,CT,41.794681,-72.564832,-5,1
6042,Manchester,CT,41.79,-72.52,-5,1
6043,Bolton,CT,41.768648,-72.439278,-5,1
6045,Manchester,CT,41.791776,-72.718832,-5,1
6049,Melrose,CT,41.791776,-72.718832,-5,1
6050,New Britain,CT,41.666049,-72.778391,-5,1
6051,New Britain,CT,41.668449,-72.770441,-5,1
6052,New Britain,CT,41.656748,-72.801892,-5,1
6053,New Britain,CT,41.690249,-72.790991,-5,1
6057,New Hartford,CT,41.883102,-73.045918,-5,1
6058,Norfolk,CT,41.886811,-73.184674,-5,1
6059,North Canton,CT,41.899683,-72.890744,-5,1
6060,North Granby,CT,42.004694,-72.843205,-5,1
6061,Pine Meadow,CT,41.874382,-72.967958,-5,1
6062,Plainville,CT,41.672983,-72.859695,-5,1
6063,Barkhamsted,CT,41.93937,-72.990647,-5,1
6064,Poquonock,CT,41.791776,-72.718832,-5,1
6065,Riverton,CT,41.968597,-73.014467,-5,1
6066,Vernon Rockville,CT,41.8372,-72.454917,-5,1
6067,Rocky Hill,CT,41.657249,-72.670887,-5,1
6068,Salisbury,CT,42.00579,-73.399336,-5,1
6069,Sharon,CT,41.874681,-73.433903,-5,1
6070,Simsbury,CT,41.868647,-72.819742,-5,1
6071,Somers,CT,41.919603,-72.433046,-5,1
6072,Somersville,CT,41.976466,-72.490593,-5,1
6073,South Glastonbury,CT,41.657099,-72.572233,-5,1
6074,South Windsor,CT,41.834198,-72.564632,-5,1
6075,Stafford,CT,41.81152,-72.308779,-5,1
6076,Stafford Springs,CT,41.900495,-72.27641,-5,1
6077,Staffordville,CT,41.991645,-72.257735,-5,1
6078,Suffield,CT,41.989646,-72.658135,-5,1
6079,Taconic,CT,42.032012,-73.403763,-5,1
6080,Suffield,CT,41.948597,-72.628802,-5,1
6081,Tariffville,CT,41.905269,-72.767239,-5,1
6082,Enfield,CT,41.984646,-72.557731,-5,1
6083,Enfield,CT,41.791776,-72.718832,-5,1
6084,Tolland,CT,41.882553,-72.361039,-5,1
6085,Unionville,CT,41.860009,-72.933467,-5,1
6087,Unionville,CT,41.757616,-72.884953,-5,1
6088,East Windsor,CT,41.903347,-72.592883,-5,1
6089,Weatogue,CT,41.889965,-72.704,-5,1
6090,West Granby,CT,41.955645,-72.861993,-5,1
6091,West Hartland,CT,42.003447,-72.992109,-5,1
6092,West Simsbury,CT,41.865597,-72.849854,-5,1
6093,West Suffield,CT,42.005795,-72.727337,-5,1
6094,Winchester Center,CT,41.896321,-73.146312,-5,1
6095,Windsor,CT,41.909988,-72.804935,-5,1
6096,Windsor Locks,CT,41.933846,-72.660245,-5,1
6098,Winsted,CT,41.925671,-73.058157,-5,1
6101,Hartford,CT,41.78007,-72.677099,-5,1
6102,Hartford,CT,41.791776,-72.718832,-5,1
6103,Hartford,CT,41.766349,-72.674636,-5,1
6104,Hartford,CT,41.791776,-72.718832,-5,1
6105,Hartford,CT,41.774499,-72.699537,-5,1
6106,Hartford,CT,41.745049,-72.687787,-5,1
6107,W Hartford,CT,41.75325,-72.75804,-5,1
6108,East Hartford,CT,41.779799,-72.621365,-5,1
6109,Wethersfield,CT,41.698899,-72.667887,-5,1
6110,W Hartford,CT,41.73425,-72.738139,-5,1
6111,Newington,CT,41.685985,-72.729646,-5,1
6112,Hartford,CT,41.791337,-72.694337,-5,1
6114,Hartford,CT,41.747399,-72.672237,-5,1
6115,Hartford,CT,41.758849,-72.679387,-5,1
6117,W Hartford,CT,41.788688,-72.755739,-5,1
6118,East Hartford,CT,41.748999,-72.609884,-5,1
6119,W Hartford,CT,41.764349,-72.726388,-5,1
6120,Hartford,CT,41.785449,-72.669936,-5,1
6123,Hartford,CT,41.791776,-72.718832,-5,1
6126,Hartford,CT,41.791776,-72.718832,-5,1
6127,W Hartford,CT,41.791776,-72.718832,-5,1
6128,East Hartford,CT,41.791776,-72.718832,-5,1
6129,Wethersfield,CT,41.791776,-72.718832,-5,1
6131,Newington,CT,41.791776,-72.718832,-5,1
6132,Hartford,CT,41.791776,-72.718832,-5,1
6133,W Hartford,CT,41.791776,-72.718832,-5,1
6134,Hartford,CT,41.791776,-72.718832,-5,1
6137,W Hartford,CT,41.791776,-72.718832,-5,1
6138,East Hartford,CT,41.791776,-72.718832,-5,1
6140,Hartford,CT,41.791776,-72.718832,-5,1
6141,Hartford,CT,41.791776,-72.718832,-5,1
6142,Hartford,CT,41.791776,-72.718832,-5,1
6143,Hartford,CT,41.791776,-72.718832,-5,1
6144,Hartford,CT,41.791776,-72.718832,-5,1
6145,Hartford,CT,41.791776,-72.718832,-5,1
6146,Hartford,CT,41.791776,-72.718832,-5,1
6147,Hartford,CT,41.791776,-72.718832,-5,1
6150,Hartford,CT,41.791776,-72.718832,-5,1
6151,Hartford,CT,41.791776,-72.718832,-5,1
6152,Hartford,CT,41.791776,-72.718832,-5,1
6153,Hartford,CT,41.791776,-72.718832,-5,1
6154,Hartford,CT,41.771499,-72.686687,-5,1
6155,Hartford,CT,41.76928,-72.686465,-5,1
6156,Hartford,CT,41.767949,-72.690687,-5,1
6160,Hartford,CT,41.766499,-72.693337,-5,1
6161,Hartford,CT,41.766049,-72.671837,-5,1
6167,Hartford,CT,41.791776,-72.718832,-5,1
6176,Hartford,CT,41.791776,-72.718832,-5,1
6180,Hartford,CT,41.791776,-72.718832,-5,1
6183,Hartford,CT,41.763849,-72.673037,-5,1
6199,Hartford,CT,41.927447,-72.680386,-5,1
6226,Willimantic,CT,41.845504,-72.091889,-5,1
6230,Abington,CT,41.847302,-72.02528,-5,1
6231,Amston,CT,41.626377,-72.3728,-5,1
6232,Andover,CT,41.731847,-72.374634,-5,1
6233,Ballouville,CT,41.831565,-72.020137,-5,1
6234,Brooklyn,CT,41.847758,-71.983412,-5,1
6235,Chaplin,CT,41.80294,-72.126036,-5,1
6237,Columbia,CT,41.696124,-72.300043,-5,1
6238,Coventry,CT,41.778623,-72.323642,-5,1
6239,Danielson,CT,41.864901,-71.874354,-5,1
6241,Dayville,CT,41.854975,-71.858826,-5,1
6242,Eastford,CT,41.927524,-72.041112,-5,1
6243,East Killingly,CT,41.844885,-71.818941,-5,1
6244,East Woodstock,CT,41.984327,-71.981045,-5,1
6245,Fabyan,CT,42.019776,-71.941669,-5,1
6246,Grosvenor Dale,CT,41.971116,-71.891732,-5,1
6247,Hampton,CT,41.788756,-71.975819,-5,1
6248,Hebron,CT,41.689249,-72.398627,-5,1
6249,Lebanon,CT,41.628008,-72.245422,-5,1
6250,Mansfield Center,CT,41.78155,-72.22554,-5,1
6251,Mansfield Depot,CT,41.799326,-72.306526,-5,1
6254,North Franklin,CT,41.609895,-72.150305,-5,1
6255,North Grosvenordale,CT,41.978392,-71.899716,-5,1
6256,North Windham,CT,41.778469,-72.040003,-5,1
6258,Pomfret,CT,41.889048,-71.968232,-5,1
6259,Pomfret Center,CT,41.863133,-72.00259,-5,1
6260,Putnam,CT,41.862904,-71.887712,-5,1
6262,Quinebaug,CT,42.021536,-71.947077,-5,1
6263,Rogers,CT,41.839051,-71.90634,-5,1
6264,Scotland,CT,41.695803,-72.087045,-5,1
6265,South Willington,CT,41.81152,-72.308779,-5,1
6266,South Windham,CT,41.674079,-72.172298,-5,1
6267,South Woodstock,CT,41.943902,-71.945253,-5,1
6268,Storrs Mansfield,CT,41.787937,-72.25248,-5,1
6269,Storrs Mansfield,CT,41.808007,-72.250963,-5,1
6277,Thompson,CT,41.975796,-71.862047,-5,1
6278,Ashford,CT,41.889043,-72.147561,-5,1
6279,Willington,CT,41.896623,-72.262236,-5,1
6280,Windham,CT,41.693914,-72.137843,-5,1
6281,Woodstock,CT,41.961991,-72.014108,-5,1
6282,Woodstock Valley,CT,41.952846,-72.057134,-5,1
6320,New London,CT,41.413998,-72.10907,-5,1
6330,Baltic,CT,41.501708,-72.044306,-5,1
6331,Canterbury,CT,41.696753,-71.998277,-5,1
6332,Central Village,CT,41.725694,-71.909019,-5,1
6333,East Lyme,CT,41.378842,-72.236794,-5,1
6334,Bozrah,CT,41.544598,-72.177023,-5,1
6335,Gales Ferry,CT,41.523377,-72.021165,-5,1
6336,Gilman,CT,41.579548,-72.196273,-5,1
6337,Glasgo,CT,41.559873,-71.889199,-5,1
6338,Mashantucket,CT,41.47,-71.95,-5,1
6339,Ledyard,CT,41.492843,-71.965554,-5,1
6340,Groton,CT,41.355405,-72.038268,-5,1
6349,Groton,CT,41.39973,-72.090357,-5,1
6350,Hanover,CT,41.644546,-72.06769,-5,1
6351,Jewett City,CT,41.599562,-71.982619,-5,1
6353,Montville,CT,41.452548,-72.137471,-5,1
6354,Moosup,CT,41.704931,-71.849772,-5,1
6355,Mystic,CT,41.485188,-72.000748,-5,1
6357,Niantic,CT,41.323447,-72.215623,-5,1
6359,North Stonington,CT,41.466851,-71.880694,-5,1
6360,Norwich,CT,41.499398,-71.994757,-5,1
6365,Preston,CT,41.522369,-71.993427,-5,1
6370,Oakdale,CT,41.512172,-72.102302,-5,1
6371,Old Lyme,CT,41.409397,-72.147665,-5,1
6372,Old Mystic,CT,41.388216,-71.949548,-5,1
6373,Oneco,CT,41.678546,-71.817759,-5,1
6374,Plainfield,CT,41.688121,-71.884113,-5,1
6375,Quaker Hill,CT,41.401066,-72.140022,-5,1
6376,South Lyme,CT,41.296668,-72.263296,-5,1
6377,Sterling,CT,41.719948,-71.823184,-5,1
6378,Stonington,CT,41.378598,-71.917915,-5,1
6379,Pawcatuck,CT,41.455191,-71.895547,-5,1
6380,Taftville,CT,41.563998,-72.05522,-5,1
6382,Uncasville,CT,41.424507,-72.069578,-5,1
6383,Versailles,CT,41.601648,-72.04037,-5,1
6384,Voluntown,CT,41.576894,-71.866587,-5,1
6385,Waterford,CT,41.456698,-72.126498,-5,1
6386,Waterford,CT,41.464758,-72.127301,-5,1
6387,Wauregan,CT,41.744527,-71.913339,-5,1
6388,West Mystic,CT,41.344098,-71.976467,-5,1
6389,Yantic,CT,41.559648,-72.122672,-5,1
6390,Fishers Island,NY,40.992288,-72.723496,-5,1
6401,Ansonia,CT,41.342514,-73.070301,-5,1
6403,Beacon Falls,CT,41.435134,-73.058835,-5,1
6404,Botsford,CT,41.165097,-73.129186,-5,1
6405,Branford,CT,41.284746,-72.796292,-5,1
6408,Cheshire,CT,41.365709,-72.927507,-5,1
6409,Centerbrook,CT,41.349098,-72.41338,-5,1
6410,Cheshire,CT,41.460167,-72.97222,-5,1
6411,Cheshire,CT,41.550097,-72.922235,-5,1
6412,Chester,CT,41.39027,-72.461805,-5,1
6413,Clinton,CT,41.298201,-72.532934,-5,1
6414,Cobalt,CT,41.566668,-72.558055,-5,1
6415,Colchester,CT,41.546443,-72.338832,-5,1
6416,Cromwell,CT,41.608529,-72.667807,-5,1
6417,Deep River,CT,41.368124,-72.452284,-5,1
6418,Derby,CT,41.327246,-73.084252,-5,1
6419,Killingworth,CT,41.417962,-72.493446,-5,1
6420,Salem,CT,41.527441,-72.269141,-5,1
6422,Durham,CT,41.462468,-72.682297,-5,1
6423,East Haddam,CT,41.475478,-72.389729,-5,1
6424,East Hampton,CT,41.559841,-72.494927,-5,1
6426,Essex,CT,41.448179,-72.50426,-5,1
6430,Fairfield,CT,41.175173,-73.282408,-5,1
6431,Fairfield,CT,41.219093,-73.252696,-5,1
6432,Fairfield,CT,41.196046,-73.252802,-5,1
6436,Greens Farms,CT,41.308873,-73.363661,-5,1
6437,Guilford,CT,41.338847,-72.690089,-5,1
6438,Haddam,CT,41.471457,-72.511376,-5,1
6439,Hadlyme,CT,41.421198,-72.414095,-5,1
6440,Hawleyville,CT,41.308873,-73.363661,-5,1
6441,Higganum,CT,41.462718,-72.578971,-5,1
6442,Ivoryton,CT,41.344076,-72.444369,-5,1
6443,Madison,CT,41.350397,-72.788392,-5,1
6444,Marion,CT,41.791776,-72.718832,-5,1
6447,Marlborough,CT,41.636949,-72.463179,-5,1
6450,Meriden,CT,41.536498,-72.801901,-5,1
6451,Meriden,CT,41.54011,-72.81888,-5,1
6454,Meriden,CT,41.365709,-72.927507,-5,1
6455,Middlefield,CT,41.515346,-72.712988,-5,1
6456,Middle Haddam,CT,41.538017,-72.525208,-5,1
6457,Middletown,CT,41.550139,-72.655357,-5,1
6459,Middletown,CT,41.556463,-72.658179,-5,1
6460,Milford,CT,41.343773,-72.951273,-5,1
6461,Milford,CT,41.23,-73.07,-5,1
6467,Milldale,CT,41.565697,-72.903746,-5,1
6468,Monroe,CT,41.341845,-73.236918,-5,1
6469,Moodus,CT,41.508904,-72.440086,-5,1
6470,Newtown,CT,41.396295,-73.310561,-5,1
6471,North Branford,CT,41.332347,-72.780892,-5,1
6472,Northford,CT,41.379797,-72.772991,-5,1
6473,North Haven,CT,41.384381,-72.862644,-5,1
6474,North Westchester,CT,41.464758,-72.127301,-5,1
6475,Old Saybrook,CT,41.300448,-72.389129,-5,1
6477,Orange,CT,41.279896,-73.031018,-5,1
6478,Oxford,CT,41.432583,-73.138379,-5,1
6479,Plantsville,CT,41.577845,-72.902496,-5,1
6480,Portland,CT,41.598339,-72.601307,-5,1
6481,Rockfall,CT,41.542105,-72.666583,-5,1
6482,Sandy Hook,CT,41.408137,-73.249671,-5,1
6483,Seymour,CT,41.417646,-73.102078,-5,1
6484,Shelton,CT,41.314347,-73.137143,-5,1
6487,South Britain,CT,41.365709,-72.927507,-5,1
6488,Southbury,CT,41.470921,-73.240839,-5,1
6489,Southington,CT,41.604786,-72.871945,-5,1
6490,Southport,CT,41.143396,-73.289859,-5,1
6491,Stevenson,CT,41.386646,-73.187207,-5,1
6492,Wallingford,CT,41.456205,-72.811047,-5,1
6493,Wallingford,CT,41.365709,-72.927507,-5,1
6494,Wallingford,CT,41.365709,-72.927507,-5,1
6495,Wallingford,CT,41.365709,-72.927507,-5,1
6497,Stratford,CT,41.207146,-73.130503,-5,1
6498,Westbrook,CT,41.307899,-72.463381,-5,1
6501,New Haven,CT,41.365709,-72.927507,-5,1
6502,New Haven,CT,41.365709,-72.927507,-5,1
6503,New Haven,CT,41.365709,-72.927507,-5,1
6504,New Haven,CT,41.365709,-72.927507,-5,1
6505,New Haven,CT,41.305721,-72.779901,-5,1
6506,New Haven,CT,41.365709,-72.927507,-5,1
6507,New Haven,CT,41.365709,-72.927507,-5,1
6508,New Haven,CT,41.365709,-72.927507,-5,1
6509,New Haven,CT,41.365709,-72.927507,-5,1
6510,New Haven,CT,41.309797,-72.922296,-5,1
6511,New Haven,CT,41.310547,-72.926046,-5,1
6512,East Haven,CT,41.290997,-72.865894,-5,1
6513,New Haven,CT,41.307197,-72.865365,-5,1
6514,Hamden,CT,41.372723,-72.938747,-5,1
6515,New Haven,CT,41.328697,-72.964247,-5,1
6516,West Haven,CT,41.272452,-72.940335,-5,1
6517,Hamden,CT,41.362197,-72.911396,-5,1
6518,Hamden,CT,41.416747,-72.906096,-5,1
6519,New Haven,CT,41.296897,-72.938596,-5,1
6520,New Haven,CT,41.365709,-72.927507,-5,1
6521,New Haven,CT,41.365709,-72.927507,-5,1
6524,Bethany,CT,41.428088,-72.996191,-5,1
6525,Woodbridge,CT,41.353296,-73.013981,-5,1
6530,New Haven,CT,41.365709,-72.927507,-5,1
6531,New Haven,CT,41.365709,-72.927507,-5,1
6532,New Haven,CT,41.365709,-72.927507,-5,1
6533,New Haven,CT,41.365709,-72.927507,-5,1
6534,New Haven,CT,41.365709,-72.927507,-5,1
6535,New Haven,CT,41.365709,-72.927507,-5,1
6536,New Haven,CT,41.365709,-72.927507,-5,1
6537,New Haven,CT,41.365709,-72.927507,-5,1
6538,New Haven,CT,41.365709,-72.927507,-5,1
6540,New Haven,CT,41.299647,-72.918846,-5,1
6601,Bridgeport,CT,41.308873,-73.363661,-5,1
6602,Bridgeport,CT,41.179846,-73.189006,-5,1
6604,Bridgeport,CT,41.192746,-73.213907,-5,1
6605,Bridgeport,CT,41.162573,-73.216557,-5,1
6606,Bridgeport,CT,41.208796,-73.211807,-5,1
6607,Bridgeport,CT,41.181596,-73.165604,-5,1
6608,Bridgeport,CT,41.188199,-73.180005,-5,1
6610,Bridgeport,CT,41.219847,-73.163955,-5,1
6611,Trumbull,CT,41.259996,-73.206957,-5,1
6612,Easton,CT,41.273016,-73.297721,-5,1
6614,Stratford,CT,41.216006,-73.130353,-5,1
6615,Stratford,CT,41.177046,-73.133574,-5,1
6650,Bridgeport,CT,41.308873,-73.363661,-5,1
6673,Bridgeport,CT,41.308873,-73.363661,-5,1
6699,Bridgeport,CT,41.308873,-73.363661,-5,1
6701,Waterbury,CT,41.365709,-72.927507,-5,1
6702,Waterbury,CT,41.540696,-73.071124,-5,1
6703,Waterbury,CT,41.365709,-72.927507,-5,1
6704,Waterbury,CT,41.581797,-73.034451,-5,1
6705,Waterbury,CT,41.552893,-72.992749,-5,1
6706,Waterbury,CT,41.535346,-73.026951,-5,1
6708,Waterbury,CT,41.551496,-73.064152,-5,1
6710,Waterbury,CT,41.571496,-73.044035,-5,1
6712,Prospect,CT,41.499097,-72.975694,-5,1
6716,Wolcott,CT,41.598347,-72.980578,-5,1
6720,Waterbury,CT,41.365709,-72.927507,-5,1
6721,Waterbury,CT,41.365709,-72.927507,-5,1
6722,Waterbury,CT,41.365709,-72.927507,-5,1
6723,Waterbury,CT,41.365709,-72.927507,-5,1
6724,Waterbury,CT,41.365709,-72.927507,-5,1
6725,Waterbury,CT,41.365709,-72.927507,-5,1
6726,Waterbury,CT,41.365709,-72.927507,-5,1
6749,Waterbury,CT,41.365709,-72.927507,-5,1
6750,Bantam,CT,41.714352,-73.251598,-5,1
6751,Bethlehem,CT,41.6409,-73.209685,-5,1
6752,Bridgewater,CT,41.520312,-73.363875,-5,1
6753,Cornwall,CT,41.828067,-73.332345,-5,1
6754,Cornwall Bridge,CT,41.744373,-73.301922,-5,1
6755,Gaylordsville,CT,41.634686,-73.472048,-5,1
6756,Goshen,CT,41.794278,-73.239023,-5,1
6757,Kent,CT,41.774725,-73.401908,-5,1
6758,Lakeside,CT,41.739889,-73.222981,-5,1
6759,Litchfield,CT,41.791598,-73.229787,-5,1
6762,Middlebury,CT,41.528274,-73.116458,-5,1
6763,Morris,CT,41.689616,-73.212587,-5,1
6770,Naugatuck,CT,41.491016,-73.052965,-5,1
6776,New Milford,CT,41.658619,-73.366017,-5,1
6777,New Preston Marble Dale,CT,41.690297,-73.310346,-5,1
6778,Northfield,CT,41.707722,-73.108997,-5,1
6779,Oakville,CT,41.604052,-73.216887,-5,1
6781,Pequabuck,CT,41.669898,-72.99145,-5,1
6782,Plymouth,CT,41.65873,-73.044364,-5,1
6783,Roxbury,CT,41.578971,-73.298344,-5,1
6784,Sherman,CT,41.525631,-73.490891,-5,1
6785,South Kent,CT,41.682439,-73.305256,-5,1
6786,Terryville,CT,41.66353,-73.022449,-5,1
6787,Thomaston,CT,41.658721,-73.098657,-5,1
6790,Torrington,CT,41.87484,-73.126763,-5,1
6791,Harwinton,CT,41.649639,-73.176163,-5,1
6792,Torrington,CT,41.75,-73.1,-5,1
6793,Washington,CT,41.718159,-73.294187,-5,1
6794,Washington Depot,CT,41.646347,-73.316951,-5,1
6795,Watertown,CT,41.759427,-73.162003,-5,1
6796,West Cornwall,CT,41.821529,-73.350384,-5,1
6798,Woodbury,CT,41.733106,-73.135499,-5,1
6801,Bethel,CT,41.381244,-73.39908,-5,1
6804,Brookfield,CT,41.404799,-73.275562,-5,1
6807,Cos Cob,CT,41.058646,-73.587618,-5,1
6810,Danbury,CT,41.376242,-73.471416,-5,1
6811,Danbury,CT,41.42333,-73.478717,-5,1
6812,New Fairfield,CT,41.486689,-73.491042,-5,1
6813,Danbury,CT,41.308873,-73.363661,-5,1
6814,Danbury,CT,41.308873,-73.363661,-5,1
6816,Danbury,CT,41.308873,-73.363661,-5,1
6817,Danbury,CT,41.308873,-73.363661,-5,1
6820,Darien,CT,41.075846,-73.480765,-5,1
6824,Fairfield,CT,41.16,-73.26,-5,1
6825,Fairfield,CT,41.19,-73.23,-5,1
6828,General Electric,CT,41.14,-73.26,-5,1
6829,Georgetown,CT,41.25553,-73.427915,-5,1
6830,Greenwich,CT,41.042746,-73.62617,-5,1
6831,Greenwich,CT,41.079983,-73.654472,-5,1
6832,Greenwich,CT,41.308873,-73.363661,-5,1
6836,Greenwich,CT,41.308873,-73.363661,-5,1
6838,Greens Farms,CT,41.12,-73.31,-5,1
6840,New Canaan,CT,41.162209,-73.501267,-5,1
6842,New Canaan,CT,41.147096,-73.495366,-5,1
6850,Norwalk,CT,41.126146,-73.442423,-5,1
6851,Norwalk,CT,41.139796,-73.404963,-5,1
6852,Norwalk,CT,41.308873,-73.363661,-5,1
6853,Norwalk,CT,41.070396,-73.437563,-5,1
6854,Norwalk,CT,41.090946,-73.432313,-5,1
6855,Norwalk,CT,41.099196,-73.398362,-5,1
6856,Norwalk,CT,41.111196,-73.420363,-5,1
6857,Norwalk,CT,41.308873,-73.363661,-5,1
6858,Norwalk,CT,41.110496,-73.416213,-5,1
6859,Norwalk,CT,41.308873,-73.363661,-5,1
6860,Norwalk,CT,41.308873,-73.363661,-5,1
6870,Old Greenwich,CT,41.034946,-73.566968,-5,1
6875,Redding Center,CT,41.308873,-73.363661,-5,1
6876,Redding Ridge,CT,41.032647,-73.583569,-5,1
6877,Ridgefield,CT,41.308201,-73.494637,-5,1
6878,Riverside,CT,41.035596,-73.580241,-5,1
6879,Ridgefield,CT,41.308873,-73.363661,-5,1
6880,Westport,CT,41.144496,-73.343261,-5,1
6881,Westport,CT,41.308873,-73.363661,-5,1
6883,Weston,CT,41.222945,-73.376263,-5,1
6888,Westport,CT,41.308873,-73.363661,-5,1
6889,Westport,CT,41.141005,-73.34689,-5,1
6890,Southport,CT,41.14,-73.28,-5,1
6896,Redding,CT,41.271095,-73.38634,-5,1
6897,Wilton,CT,41.209695,-73.439165,-5,1
6901,Stamford,CT,41.054082,-73.536216,-5,1
